#-символ переноса строки, использовать вместо Entera;;;;;;;;;;;
aquamarine;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这件东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
ruby;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
emerald;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
diamond;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
sapphire;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
topaz;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
amethyst;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
seapearl;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
amber;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
golden_cup;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
hourglass;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
inkpot;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
ivory;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
casket;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
porcelain;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
golden_earrings;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
golden_brooch;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
candelabrum;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
silver_cup;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
golden_tooth;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
gold;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
ancient_coin;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
elven_coin;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
dwarven_coin;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
jade_figurine;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
silver_plate;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
silver_cutlery;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
elven_silk;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
ruby_beads;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
old_agraphe;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
agate;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
jade;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
marble_bear;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
bronze_eagle;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这件东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
;;;;;;;;;;;//
wineskin;;;;;;;;;;;//
coffee;Вызывает ~lg~бодрость~/~.;Faz você ficar ~lg~vigoroso~/~.;可以让你~lg~精神焕发~/~。;Macht dich ~lg~Energetisch~/~.;;;;;Czyni cię ~lg~energicznym~/~.;;//
wine;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
wine1;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
wine2;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
mead;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
brandy;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
ale;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
spirit;Вызывает ~r~опьянение~/~.;Faz você ficar ~r~bêbado~/~.;会让你~lg~醉酒~/~。;Macht dich ~r~Betrunken~/~.;;;;;Czyni cię ~lg~pijanym~/~.;;//
milk;;;;;;;;;;;//
;;;;;;;;;;;//
apple;;;;;;;;;;;//
apple_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
pear;;;;;;;;;;;//
pear_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
grape;;;;;;;;;;;//
grape_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
fig;;;;;;;;;;;//
fig_rot;;;;;;;;;;;//
citrus;;;;;;;;;;;//
citrus_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
dragonfruit;;;;;;;;;;;//
dragonfruit_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;;;//
;;;;;;;;;Może spowodować ~r~wymioty~/~.;;//
carrot;;;;;;;;;;;//
carrot_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
potato;;;;;;;;;;;//
potato_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
leek;;;;;;;;;;;//
leek_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
onion;;;;;;;;;;;//
onion_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
white_radish;;;;;;;;;;;//
white_radish_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
garlic;;;;;;;;;;;//
garlic_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
beet;;;;;;;;;;;//
beet_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
tomato;;;;;;;;;;;//
tomato_rot;Возможна ~r~рвота~/~.;Pode causar ~r~vômito~/~.;可能导致~r~呕吐~/~。;Kann ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~wymioty~/~.;;//
;;;;;;;;;;;//
meat;;;;;;;;;;;//
meat_raw;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
meat_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
chicken;;;;;;;;;;;//
chicken_raw;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
chicken_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
sausage;Не портится со временем.;Does not spoil over time.;不会变质。;Kann nicht verderben.;;;;;Nie psuje się z upływem czasu.;;//
ham;Не портится со временем.;Does not spoil over time.;不会变质。;Kann nicht verderben.;;;;;Nie psuje się z upływem czasu.;;//
;;;;;;;;;;;//
fish;;;;;;;;;;;//
fish_raw;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
fish_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
;;;;;;;;;;;//
agrimony;;;;;;;;;;;//
bogbean;;;;;;;;;;;//
burdock;;;;;;;;;;;//
horsetail;;;;;;;;;;;//
mindwort;Снимает эффекты ~lg~опьянения~/~ и ~lg~прихода~/~.;Removes the effects of ~lg~bad trip~/~ and being ~lg~drunk~/~.;可以消除~lg~惊慌失措~/~和~lg~醉酒~/~的影响。;Beseitigt die Auswirkungen von ~lg~Horrortrip~/~ und ~lg~Trunkenheit~/~.;;;;;Usuwa efekt ~lg~urwanego filmu~/~, czyni cię ~lg~pijanym~/~.;;//
peppermint;;;;;;;;;;;//
poppy;Возможны ~r~сон~/~ или ~r~приход~/~.;May put to ~r~sleep~/~ or cause ~r~bad trip~/~.;可能令人~r~入睡~/~，或导致~r~惊慌失措~/~。;Kann dich in ~r~Schlaf~/~ versetzen, oder einen ~r~Horrortrip~/~ auslösen;;;;;Może cię ~r~uśpić~/~ albo wywołać ~r~urwany film~/~.;;//
thyme;;;;;;;;;;;//
;;;;;;;;;;;//
bread;;;;;;;;;;;//
bread_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
cheese;;;;;;;;;;;//
cheese_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
goatcheese;;;;;;;;;;;//
goatcheese_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
dumpling;;;;;;;;;;;//
dumpling_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
pretzel;;;;;;;;;;;//
pretzel_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
pancakes;;;;;;;;;;;//
pancakes_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
lentil_soup;;;;;;;;;;;//
lentil_soup_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
peasant_soup;;;;;;;;;;;//
peasant_soup_rot;Возможны ~r~отравление~/~ или ~r~рвота~/~.;Pode causar ~r~envenenamento~/~ ou ~r~vômito~/~.;可能导致~r~中毒~/~或~r~呕吐~/~。;Kann ~r~Vergiftung~/~ oder ~r~Erbrechen~/~ verursachen.;;;;;Może spowodować ~r~zatrucie~/~ albo ~r~wymioty~/~.;;//
;;;;;;;;;;;//
mapscroll;Облегчает навигацию.#Увы, не гарантирует того, что вы не заблудитесь.;Helps with navigation.#Alas, does not guarantee that you won't get lost.;有助于找路。#不过呢，不能保证你一定不会迷路。;Hilft mit der Navigation.#Allerdings gibt es keine Garantie dafür, dass du dich nicht doch verirrst.;;;;;Pomaga w nawigacji.#Atlas świata nie gwarantuje tego, że się nie zgubisz.;;//
scroll_identification;~lg~Определяет~/~ свойства выбранного предмета.;~lg~Identifies~/~ an item and reveals its properties.;可以~lg~鉴定~/~物品，了解其属性。;~lg~Identifiziert~/~ einen Gegenstand und offenbart seine Eigenschaften.;;;;;~lg~Identyfikuje~/~ przedmiot i pozwala poznać jego statystyki.;;//
scroll_disenchant;~lg~Очищает~/~ выбранный предмет от всех зачарований и проклятий.;~lg~Cleanses~/~ all enchantments and curses from an item.;可以~lg~消除~/~物品上的所有附魔和诅咒。;~lg~Entfernt~/~ alle Verzauberungen und Flüche von einem Gegenstand.;;;;;~lg~Oczyszcza~/~ przedmiot z zaklęć oraz klątw.;;//
scroll_enchant;~lg~Зачаровывает~/~ выбранный предмет.##~w~Изменяет чары~/~ на зачарованных предметах.;~lg~Enchants~/~ an item. ~lg~Alters~/~ existing enchantments.;可以给物品~lg~附魔~/~，会~lg~改变~/~已有的附魔。;~lg~Verzaubert~/~ einen Gegenstand. ~lg~Ändert~/~ vorhandene Verzauberungen.;;;;;~lg~Zaklina~/~ przedmiot. ~lg~Miesza~/~ aktualne zaklęcia lub zwykłym przedmiotom nadaje nowe.;;//
;;;;;;;;;;;//
stoneshard;Магический артефакт с неизвестными свойствами.;A magical artifact with unknown properties.;拥有魔力，属性不明。;Ein magisches Artefakt mit unbekannten Eigenschaften.;;;;;Magiczny przedmiot o nieznanych właściwościach.;;//
;;;;;;;;;;;//
bounty_figurine;Этот предмет - цель вашего ~lg~контракта~/~.;This item is required to receive the reward for your ~lg~contract~/~.;要有这件东西，才能拿到~lg~契据~/~约定的奖赏。;Dieser Gegenstand wird benötigt, um ein ~lg~Kopfgeld~/~ zu erhalten.;;;;;Ten przedmiot jest wymagany, by otrzymać nagrodę za ~lg~kontrakt~/~.;;//
bounty_grimoir;Этот предмет - цель вашего ~lg~контракта~/~.;This item is required to receive the reward for your ~lg~contract~/~.;要有这件东西，才能拿到~lg~契据~/~约定的奖赏。;Dieser Gegenstand wird benötigt, um ein ~lg~Kopfgeld~/~ zu erhalten.;;;;;Ten przedmiot jest wymagany, by otrzymać nagrodę za ~lg~kontrakt~/~.;;//
heraldic_note;Может быть использована для повышения репутации у ~bl~Великого Магистрата~/~ или продана.;Can be used to improve your standing with ~bl~Grand Magistrate~/~ or sold away.;可以卖掉，也可以用来加深你和~bl~城市联盟~/~的关系。;Kann verwendet werden, um dich mit dem ~b~Großen Magistrat~/~ besser zu stellen, oder man verkauft es einfach.;;;;;Można wykorzystać, by poprawić twoje relacje z ~bl~Wielkim Magistratem~/~ albo można to sprzedać.;;//
wheat_bag;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
reliquary;Этот предмет - цель вашего ~lg~контракта~/~.##Может заинтересовать некоторых торговцев.;This item is required to receive the reward for your ~lg~contract~/~.##Este item pode interessar a alguns comerciantes.;要有这件东西，才能拿到~lg~契据~/~约定的奖赏。##有些商人可能会对这个东西感兴趣。;Dieser Gegenstand wird gebraucht, um die Belohnung für deinen ~lg~Auftrag~/~ zu erhalten.##Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot jest wymagany, by otrzymać nagrodę za ~lg~kontrakt~/~. ##Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
alchemy_kit;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
letter_pile;Этот предмет - цель вашего ~lg~контракта~/~.;This item is required to receive the reward for your ~lg~contract~/~.;要有这件东西，才能拿到~lg~契据~/~约定的奖赏。;Dieser Gegenstand wird benötigt, um die Belohnung für deinen ~lg~Auftrag~/~ zu erhalten.;;;;;Ten przedmiot jest wymagany, by otrzymać nagrodę za ~lg~kontrakt~/~.;;
wicked_hand;Этот предмет - цель вашего ~lg~контракта~/~.;This item is required to receive the reward for your ~lg~contract~/~.;要有这件东西，才能拿到~lg~契据~/~约定的奖赏。;Dieser Gegenstand wird benötigt, um die Belohnung für deinen ~lg~Auftrag~/~ zu erhalten.;;;;;Ten przedmiot jest wymagany, by otrzymać nagrodę za ~lg~kontrakt~/~.;;
;;;;;;;;;;;//
pinecap;;;;;;;;;;;//
flyagaric;;;;;;;;;;;//
magefungus;;;;;;;;;;;//
spider;;;;;;;;;;;//
stool;;;;;;;;;;;//
maggot;;;;;;;;;;;//
bone_foot;Может быть измельчена в костяную муку.;Pode ser moído até virar pó de osso..;能够磨成骨粉。;Kann zu Knochenmehl zerrieben werden.;;;;;Można zmielić na mączkę kostną.;;//
bone;Может быть измельчена в костяную муку.;Pode ser moído até virar pó de osso..;能够磨成骨粉。;Kann zu Knochenmehl zerrieben werden.;;;;;Można zmielić na mączkę kostną.;;//
skull;Может быть измельчён в костяную муку.;Pode ser moído até virar pó de osso..;能够磨成骨粉。;Kann zu Knochenmehl zerrieben werden.;;;;;Można zmielić na mączkę kostną.;;//
rib_cage;Может быть измельчена в костяную муку.;Pode ser moído até virar pó de osso..;能够磨成骨粉。;Kann zu Knochenmehl zerrieben werden.;;;;;Można zmielić na mączkę kostną.;;//
pelvic_bone;Может быть измельчена в костяную муку.;Pode ser moído até virar pó de osso..;能够磨成骨粉。;Kann zu Knochenmehl zerrieben werden.;;;;;Można zmielić na mączkę kostną.;;//
rag;Останавливает кровотечение на выбранной части тела.;Faz parar o sangramento de uma parte do corpo;可以止血。;Stoppt ein Körperteil vom Bluten.;;;;;Zatrzymuje krwawienie z wybranej części ciała.;;//
iron_ingot;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
gold_ingot;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
coal;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
rope;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
horseshoe;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
clay_jug;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
clay_plate;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
clay_pot;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
ladle;Может заинтересовать некоторых торговцев.;Este item pode interessar a alguns comerciantes.;有些商人可能会对这个东西感兴趣。;Dieser Gegenstand mag einige Händler interessieren.;;;;;Ten przedmiot może być interesujący dla niektórych handlarzy.;;//
